symbol,organ_name,icb_name,exchange
SSF,Công ty Cổ phần Giáo dục G Sài Gòn,Hàng Tiêu dùng,UPCOM
ICC,Công ty Cổ phần Xây dựng công nghiệp,Công nghiệp,UPCOM
XMP,Công ty Cổ phần Thủy điện Xuân Minh,Tiện ích Cộng đồng,UPCOM
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Tài chính,HOSE
DP2,Công ty Cổ phần Dược phẩm Trung ương 2,Dược phẩm và Y tế,UPCOM
YBC,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Công nghiệp,UPCOM
GIC,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công nghiệp,HNX
DHB,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,Nguyên vật liệu,UPCOM
YEG,Công ty Cổ phần Tập đoàn Yeah1,Dịch vụ Tiêu dùng,HOSE
LG9,Công ty Cổ phần Cơ giới và Xây lắp số 9,Công nghiệp,UPCOM
MCC,Công ty Cổ phần Gạch ngói cao cấp,Công nghiệp,HNX
NTF,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Dược phẩm và Y tế,UPCOM
KGM,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Dịch vụ Tiêu dùng,UPCOM
DDM,Công ty Cổ phần Hàng hải Đông Đô,Công nghiệp,UPCOM
NTT,Công ty Cổ phần Dệt - May Nha Trang,Hàng Tiêu dùng,UPCOM
BDT,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,Công nghiệp,UPCOM
AVC,Công ty Cổ phần Thủy điện A Vương,Tiện ích Cộng đồng,UPCOM
TMS,Công ty Cổ phần Transimex,Công nghiệp,HOSE
DTC,Công ty Cổ phần Viglacera Đông Triều,Công nghiệp,HNX
TT6,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,Hàng Tiêu dùng,UPCOM
AGM,Công ty Cổ phần Xuất nhập khẩu An Giang,Hàng Tiêu dùng,HOSE
BRR,Công ty Cổ phần Cao su Bà Rịa,Nguyên vật liệu,UPCOM
BMD,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận,Công nghiệp,UPCOM
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,Công nghiệp,HOSE
UDL,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk,Công nghiệp,UPCOM
DTL,Công ty Cổ phần Đại Thiên Lộc,Nguyên vật liệu,HOSE
EMG,Công ty Cổ phần Thiết bị Phụ tùng Cơ điện,Công nghiệp,UPCOM
EVE,Công ty Cổ phần Everpia,Hàng Tiêu dùng,HOSE
GAS,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tiện ích Cộng đồng,HOSE
GAS,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tiện ích Cộng đồng,VN30
CPC,Công ty Cổ phần Thuốc sát trùng Cần Thơ,Nguyên vật liệu,HNX
FRM,Công ty Cổ phần Lâm nghiệp Sài Gòn,Nguyên vật liệu,UPCOM
HPM,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Nguyên vật liệu,UPCOM
INN,Công ty Cổ phần Bao bì và In Nông nghiệp,Công nghiệp,HNX
ISG,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,Công nghiệp,UPCOM
ITC,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Tài chính,HOSE
IVS,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),Tài chính,HNX
KLF,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,Dịch vụ Tiêu dùng,UPCOM
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Nguyên vật liệu,HOSE
KSV,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Nguyên vật liệu,HNX
KHD,"Công ty Cổ phần Khai thác, Chế biến Khoáng sản Hải Dương",Nguyên vật liệu,UPCOM
LMI,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,Công nghiệp,UPCOM
MEC,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Công nghiệp,UPCOM
KST,Công ty Cổ phần KASATI,Công nghệ Thông tin,HNX
NAF,Công ty Cổ phần Nafoods Group,Hàng Tiêu dùng,HOSE
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,Nguyên vật liệu,HNX
HLT,Công ty Cổ phần Dệt may Hoàng Thị Loan,Hàng Tiêu dùng,UPCOM
LMC,Công ty Cổ phần Long Beach LMC,Nguyên vật liệu,UPCOM
HSM,Tổng Công ty Cổ phần Dệt May Hà Nội,Hàng Tiêu dùng,UPCOM
SFG,Công ty Cổ phần Phân bón Miền Nam,Nguyên vật liệu,HOSE
DFC,Công ty Cổ phần Xích líp Đông Anh,Nguyên vật liệu,UPCOM
L14,Công ty Cổ phần Licogi 14,Công nghiệp,HNX
L14,Công ty Cổ phần Licogi 14,Công nghiệp,HNX30
NST,Công ty Cổ phần Ngân Sơn,Hàng Tiêu dùng,HNX
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,Công nghiệp,HNX
NJC,Công ty Cổ phần May Nam Định,Hàng Tiêu dùng,UPCOM
DGW,Công ty Cổ phần Thế Giới Số,Dịch vụ Tiêu dùng,HOSE
L18,Công ty Cổ phần Đầu tư và Xây dựng số 18,Công nghiệp,HNX
L18,Công ty Cổ phần Đầu tư và Xây dựng số 18,Công nghiệp,HNX30
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Tài chính,HOSE
L44,Công ty Cổ phần Lilama 45.4,Công nghiệp,UPCOM
L61,Công ty Cổ phần Lilama 69-1,Công nghiệp,UPCOM
L62,Công ty Cổ phần Lilama 69 - 2,Công nghiệp,UPCOM
PFL,Công ty Cổ phần Dầu khí Đông Đô,Công nghiệp,UPCOM
PHH,Công ty Cổ phần Hồng Hà Việt Nam,Công nghiệp,UPCOM
LCC,Công ty Cổ phần Xi măng Hồng Phong,Công nghiệp,UPCOM
PIC,Công ty Cổ phần Đầu tư Điện lực 3,Tiện ích Cộng đồng,HNX
PIS,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,Nguyên vật liệu,UPCOM
BMG,Công ty Cổ phần May Bình Minh,Hàng Tiêu dùng,UPCOM
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Công nghiệp,HNX
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Công nghiệp,HNX30
LGM,Công ty Cổ phần Giày da và may mặc xuất khẩu (Legamex),Hàng Tiêu dùng,UPCOM
GCB,Công ty Cổ phần PETEC Bình Định,Tiện ích Cộng đồng,UPCOM
LHG,Công ty Cổ phần Long Hậu,Tài chính,HOSE
MKP,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Dược phẩm và Y tế,UPCOM
PVG,Công ty Cổ phần Kinh doanh LPG Việt Nam,Tiện ích Cộng đồng,HNX
PVG,Công ty Cổ phần Kinh doanh LPG Việt Nam,Tiện ích Cộng đồng,HNX30
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Tiện ích Cộng đồng,HOSE
PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công nghiệp,UPCOM
LM3,Công ty Cổ phần Lilama 3,Công nghiệp,UPCOM
LM7,Công ty Cổ phần Lilama 7,Công nghiệp,UPCOM
CT3,Công ty Cổ phần Đầu tư và Xây dựng công trình 3,Công nghiệp,UPCOM
SAP,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh,Dịch vụ Tiêu dùng,UPCOM
DTI,Công ty Cổ phần Đầu tư Đức Trung,Dịch vụ Tiêu dùng,UPCOM
LUT,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Công nghiệp,UPCOM
LO5,Công ty Cổ phần Lilama 5,Công nghiệp,UPCOM
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,HOSE
LTC,Công ty Cổ phần Điện nhẹ Viễn Thông,Công nghệ Thông tin,UPCOM
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Công nghiệp,HOSE
MDG,Công ty Cổ phần Miền Đông,Công nghiệp,HOSE
SLS,Công ty Cổ phần Mía đường Sơn La,Hàng Tiêu dùng,HNX
SLS,Công ty Cổ phần Mía đường Sơn La,Hàng Tiêu dùng,HNX30
MED,Công ty Cổ phần Dược Trung ương Mediplantex,Dược phẩm và Y tế,HNX
MBB,Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng,HOSE
MBB,Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng,VN30
STL,Công ty Cổ phần Sông Đà - Thăng Long,Tài chính,UPCOM
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,Dịch vụ Tiêu dùng,HOSE
SD4,Công ty Cổ phần Sông Đà 4,Công nghiệp,UPCOM
TPP,Công ty Cổ phần Tân Phú Việt Nam,Công nghiệp,HNX
SDU,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Công nghiệp,HNX
TGP,Công ty Cổ phần Trường Phú,Công nghiệp,UPCOM
THN,Công ty Cổ phần Cấp nước Thanh Hóa,Tiện ích Cộng đồng,UPCOM
MCH,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Hàng Tiêu dùng,UPCOM
MSN,Công ty Cổ phần Tập đoàn Masan,Hàng Tiêu dùng,HOSE
MSN,Công ty Cổ phần Tập đoàn Masan,Hàng Tiêu dùng,VN30
PSL,Công ty Cổ phần Chăn nuôi Phú Sơn,Hàng Tiêu dùng,UPCOM
SBV,Công ty Cổ phần Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,HOSE
SEP,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,Nguyên vật liệu,UPCOM
SII,Công ty Cổ phần Hạ tầng Nước Sài Gòn,Tiện ích Cộng đồng,UPCOM
SSN,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,Hàng Tiêu dùng,UPCOM
SFC,Công ty Cổ phần Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,HOSE
TIE,Công ty Cổ phần TIE,Công nghiệp,UPCOM
BSQ,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Hàng Tiêu dùng,UPCOM
HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Công nghiệp,UPCOM
HHS,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Hàng Tiêu dùng,HOSE
NAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,Công nghiệp,UPCOM
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Dầu khí,HNX
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Dầu khí,HNX30
NAW,Công ty Cổ phần Cấp nước Nghệ An,Tiện ích Cộng đồng,UPCOM
KTC,Công ty Cổ phần Thương mại Kiên Giang,Hàng Tiêu dùng,UPCOM
NEM,Công ty Cổ phần Thiết bị Điện Miền Bắc,Công nghiệp,UPCOM
NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Hàng Tiêu dùng,UPCOM
NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,Công nghiệp,HNX
VHM,Công ty Cổ phần Vinhomes,Tài chính,HOSE
VHM,Công ty Cổ phần Vinhomes,Tài chính,VN30
PHR,Công ty Cổ phần Cao su Phước Hòa,Nguyên vật liệu,HOSE
PVB,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Dầu khí,HNX
NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Tài chính,HOSE
STW,Công ty Cổ phần Cấp nước Sóc Trăng,Tiện ích Cộng đồng,UPCOM
SVD,Công ty Cổ phần Đầu tư & Thương mại Vũ Đăng,Hàng Tiêu dùng,HOSE
OGC,Công ty Cổ phần Tập đoàn Đại Dương,Tài chính,HOSE
TS4,Công ty Cổ phần Thủy sản số 4,Hàng Tiêu dùng,UPCOM
PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,HOSE
HD2,Công ty Cổ phần Đầu tư phát triển nhà HUD2,Tài chính,UPCOM
TTG,Công ty Cổ phần May Thanh Trì,Hàng Tiêu dùng,UPCOM
QTC,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,Công nghiệp,HNX
CC4,Công ty Cổ phần Đầu tư và Xây dựng số 4,Công nghiệp,UPCOM
PDV,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Công nghiệp,UPCOM
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,HOSE
BVB,Ngân hàng Thương mại Cổ phần Bản Việt,Ngân hàng,UPCOM
PGS,Công ty Cổ phần Kinh doanh Khí Miền Nam,Tiện ích Cộng đồng,HNX
PCG,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,Tiện ích Cộng đồng,HNX
PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Dịch vụ Tiêu dùng,UPCOM
TBW,Công ty cổ phần Nước sạch Thái Bình,Tiện ích Cộng đồng,UPCOM
HAS,Công ty Cổ phần Hacisco,Công nghiệp,HOSE
PHS,Công ty Cổ phần Chứng khoán Phú Hưng,Tài chính,UPCOM
LNC,Công ty Cổ phần Lệ Ninh,Nguyên vật liệu,UPCOM
EIN,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,Dịch vụ Tiêu dùng,UPCOM
PTV,Công ty Cổ phần Thương mại Dầu khí,Dầu khí,UPCOM
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Dịch vụ Tiêu dùng,HOSE
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Tài chính,HOSE
NTH,Công ty Cổ phần Thủy điện Nước Trong,Tiện ích Cộng đồng,HNX
KMT,Công ty Cổ phần Kim khí Miền Trung,Nguyên vật liệu,HNX
L10,Công ty Cổ phần Lilama 10,Công nghiệp,HOSE
PGB,Ngân hàng Thương mại Cổ phần Thịnh vượng và Phát triển,Ngân hàng,UPCOM
PGC,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,Tiện ích Cộng đồng,HOSE
PLE,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Công nghiệp,UPCOM
HCD,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD,Nguyên vật liệu,HOSE
HEJ,Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,Công nghiệp,UPCOM
LAI,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,Công nghiệp,UPCOM
UMC,Công ty Cổ phần Công trình đô thị Nam Định,Công nghiệp,UPCOM
L45,Công ty Cổ phần Lilama 45.1,Công nghiệp,UPCOM
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Công nghiệp,UPCOM
L63,Công ty Cổ phần Lilama 69-3,Công nghiệp,UPCOM
OPC,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm và Y tế,HOSE
LAS,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Nguyên vật liệu,HNX
LAS,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Nguyên vật liệu,HNX30
PHP,Công ty Cổ phần Cảng Hải Phòng,Công nghiệp,UPCOM
PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Công nghiệp,HNX
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,Công nghiệp,UPCOM
KSD,Công ty Cổ phần Đầu tư DNA,Hàng Tiêu dùng,HNX
LLM,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,Công nghiệp,UPCOM
XLV,Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà,Công nghiệp,UPCOM
LMH,Công ty Cổ phần Quốc Tế Holding,Tài chính,UPCOM
PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,Tiện ích Cộng đồng,HOSE
PMJ,Công ty cổ phần Vật tư Bưu điện,Công nghệ Thông tin,UPCOM
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,HOSE
VAV,Công ty Cổ phần VIWACO,Tiện ích Cộng đồng,UPCOM
KSF,Công ty cổ phần Tập đoàn Sunshine,Tài chính,HNX
VC5,Công ty Cổ phần xây dựng số 5,Công nghiệp,UPCOM
PTG,Công ty Cổ phần May Xuất Khẩu Phan Thiết,Hàng Tiêu dùng,UPCOM
POB,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,Tiện ích Cộng đồng,UPCOM
SZE,Công ty Cổ phần Môi trường Sonadezi,Công nghiệp,UPCOM
PTI,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Tài chính,HNX
PTL,Công ty Cổ phần Victory Capital,Tài chính,HOSE
VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,Nguyên vật liệu,HOSE
HAN,Tổng Công ty Xây dựng Hà Nội - CTCP,Công nghiệp,UPCOM
MCM,Công ty Cổ phần Giống bò sữa Mộc Châu,Hàng Tiêu dùng,HOSE
PPE,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,Công nghiệp,HNX
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,Tài chính,HOSE
PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,HNX
PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,HNX30
FSO,Công ty Cổ phần Cơ khí đóng tàu thủy sản Việt Nam,Công nghiệp,UPCOM
TED,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải - CTCP,Công nghiệp,UPCOM
TAN,Công ty Cổ phần Cà phê Thuận An,Hàng Tiêu dùng,UPCOM
PVH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Công nghiệp,UPCOM
SDG,Công ty Cổ phần Sadico Cần Thơ,Công nghiệp,HNX
PAI,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí",Viễn thông,UPCOM
PSW,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,Nguyên vật liệu,HNX
PVI,Công ty Cổ phần PVI,Tài chính,HNX
PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công nghiệp,HNX
NET,Công ty Cổ phần Bột giặt Net,Hàng Tiêu dùng,HNX
VDN,Công ty Cổ phần Vinatex Đà Nẵng,Hàng Tiêu dùng,UPCOM
VE9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,Công nghiệp,UPCOM
TDW,Công ty Cổ phần Cấp nước Thủ Đức,Tiện ích Cộng đồng,HOSE
BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,Hàng Tiêu dùng,UPCOM
DLT,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Dịch vụ Tiêu dùng,UPCOM
PCM,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,Công nghiệp,UPCOM
BMC,Công ty Cổ phần Khoáng sản Bình Định,Nguyên vật liệu,HOSE
DSE,Công ty Cổ phần Chứng khoán DNSE,Tài chính,HOSE
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,HOSE
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Dịch vụ Tiêu dùng,HOSE
PJT,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Công nghiệp,HOSE
PV2,Công ty Cổ phần Đầu tư PV2,Tài chính,HNX
DCF,Công ty Cổ phần Xây dựng và Thiết kế số 1,Công nghiệp,UPCOM
PAP,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Công nghiệp,UPCOM
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,Tài chính,UPCOM
PPH,Tổng Công ty Cổ phần Phong Phú,Hàng Tiêu dùng,UPCOM
PXI,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,Công nghiệp,UPCOM
MQN,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Công nghiệp,UPCOM
PDN,Công ty Cổ phần Cảng Đồng Nai,Công nghiệp,HOSE
S12,Công ty Cổ phần Sông Đà 12,Công nghiệp,UPCOM
PAN,Công ty Cổ phần Tập đoàn PAN,Hàng Tiêu dùng,HOSE
QNS,Công ty Cổ phần Đường Quảng Ngãi,Hàng Tiêu dùng,UPCOM
GPC,Công ty Cổ phần Tập đoàn Green+,Dược phẩm và Y tế,UPCOM
PCH,Công ty Cổ phần Nhựa Picomat,Nguyên vật liệu,HNX
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Tài chính,HOSE
ABT,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,Hàng Tiêu dùng,HOSE
ANT,Công ty Cổ phần Rau quả Thực phẩm An Giang,Hàng Tiêu dùng,UPCOM
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Công nghiệp,HOSE
BHC,Công ty Cổ phần Bê tông Biên Hòa,Công nghiệp,UPCOM
GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,Hàng Tiêu dùng,HOSE
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công nghiệp,HOSE
FBC,Công ty Cổ phần Cơ khí Phổ Yên,Công nghiệp,UPCOM
FRT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Dịch vụ Tiêu dùng,HOSE
IST,Công ty Cổ phần ICD Tân Cảng Sóng Thần,Công nghiệp,UPCOM
CMP,Công ty Cổ phần Cảng Chân Mây,Công nghiệp,UPCOM
PRC,Công ty Cổ phần Logistics Portserco,Công nghiệp,HNX
DAS,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng,Công nghiệp,UPCOM
HVH,Công ty Cổ phần Đầu tư và Công nghệ HVC,Công nghiệp,HOSE
HVG,Công ty Cổ phần Hùng Vương,Hàng Tiêu dùng,UPCOM
ITD,Công ty Cổ phần Công nghệ Tiên Phong,Công nghệ Thông tin,HOSE
MHC,Công ty Cổ phần MHC,Công nghiệp,HOSE
BIO,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,Dược phẩm và Y tế,UPCOM
HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,Hàng Tiêu dùng,HNX
HPD,Công ty Cổ phần Thủy điện Đăk Đoa,Tiện ích Cộng đồng,UPCOM
HU3,Công ty Cổ phần Đầu tư và Xây dựng HUD3,Công nghiệp,UPCOM
IBC,Công ty Cổ phần Đầu tư APAX Holdings,Tài chính,UPCOM
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Hàng Tiêu dùng,UPCOM
KMR,Công ty Cổ phần Mirae,Hàng Tiêu dùng,HOSE
ONE,Công ty Cổ phần Công nghệ ONE,Công nghệ Thông tin,HNX
MTP,Công ty Cổ phần Dược Medipharco,Dược phẩm và Y tế,UPCOM
FHN,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,Dịch vụ Tiêu dùng,UPCOM
PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Công nghiệp,HNX
HND,Công ty Cổ phần Nhiệt điện Hải Phòng,Tiện ích Cộng đồng,UPCOM
DPG,Công ty Cổ phần Tập đoàn Đạt Phương,Công nghiệp,HOSE
CNA,Công ty Cổ phần Tổng công ty Chè Nghệ An,Hàng Tiêu dùng,UPCOM
M10,Tổng công ty May 10 - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,Dịch vụ Tiêu dùng,HNX
HNG,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Hàng Tiêu dùng,UPCOM
MNB,Tổng Công ty May Nhà Bè - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
VNA,Công ty Cổ phần Vận tải biển Vinaship,Công nghiệp,UPCOM
KHS,Công ty Cổ phần Kiên Hùng,Hàng Tiêu dùng,HNX
LSS,Công ty Cổ phần Mía đường Lam Sơn,Hàng Tiêu dùng,HOSE
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Dịch vụ Tiêu dùng,HOSE
MFS,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Viễn thông,UPCOM
MTL,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Công nghiệp,UPCOM
NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,Tiện ích Cộng đồng,UPCOM
PPY,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,Tiện ích Cộng đồng,HNX
PCN,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc,Nguyên vật liệu,UPCOM
PVR,Công ty Cổ phần Đầu tư PVR Hà Nội,Tài chính,UPCOM
VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Công nghiệp,HOSE
QNU,Công ty Cổ phần Môi trường Đô thị Quảng Nam,Công nghiệp,UPCOM
QNW,Công ty Cổ phần Cấp thoát nước và xây dựng Quảng Ngãi,Tiện ích Cộng đồng,UPCOM
QPH,Công ty Cổ phần Thủy điện Quế Phong,Tiện ích Cộng đồng,UPCOM
QST,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Dịch vụ Tiêu dùng,HNX
SHS,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Tài chính,HNX
SHS,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Tài chính,HNX30
APT,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn,Hàng Tiêu dùng,UPCOM
SAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Dịch vụ Tiêu dùng,UPCOM
S55,Công ty Cổ phần Sông Đà 505,Công nghiệp,HNX
SAC,Công ty Cổ phần Xếp dỡ và Dịch vụ cảng Sài Gòn,Công nghiệp,UPCOM
SAV,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Nguyên vật liệu,HOSE
VNB,Công ty Cổ phần Sách Việt Nam,Dịch vụ Tiêu dùng,UPCOM
SBA,Công ty Cổ phần Sông Ba,Tiện ích Cộng đồng,HOSE
SPI,Công ty Cổ phần Spiral Galaxy,Nguyên vật liệu,HNX
VTP,Tổng Công ty Cổ phần Bưu chính Viettel,Công nghiệp,HOSE
CRE,Công ty Cổ phần Bất động sản Thế Kỷ,Tài chính,HOSE
CHC,Công ty Cổ phần Cẩm Hà,Công nghiệp,UPCOM
DVN,Tổng Công ty Dược Việt Nam - CTCP,Dược phẩm và Y tế,UPCOM
SPB,Công ty Cổ phần Sợi Phú Bài,Hàng Tiêu dùng,UPCOM
HAF,Công ty Cổ phần Thực phẩm Hà Nội,Hàng Tiêu dùng,UPCOM
HAC,Công ty Cổ phần Chứng khoán Hải Phòng,Tài chính,UPCOM
ITQ,Công ty Cổ phần Tập đoàn Thiên Quang,Nguyên vật liệu,HNX
APS,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương,Tài chính,HNX
SRC,Công ty Cổ phần Cao su Sao Vàng,Hàng Tiêu dùng,HOSE
VTG,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Dịch vụ Tiêu dùng,UPCOM
BSI,Công ty Cổ phần Chứng khoán BIDV,Tài chính,HOSE
CAN,Công ty Cổ phần Đồ hộp Hạ Long,Hàng Tiêu dùng,HNX
STG,Công ty Cổ phần Kho Vận Miền Nam,Công nghiệp,HOSE
STT,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Dịch vụ Tiêu dùng,UPCOM
